Pāli1	POS	Pattern	count
tattha	ind		2295.0
tatra	ind		1487.0
ettha	ind		975.0
tato	ind		836.0
yattha	ind		717.0
yato	ind		588.0
iha	ind		294.0
kuto	ind		245.0
sabbattha	ind		242.0
purato	ind		137.0
katthaci	ind		108.0
kattha	ind		81.0
ekato	ind		63.0
kuhiṃ	ind		38.0
samantato	ind		29.0
tahiṃ	ind		17.0
yahiṃ	ind		16.0
parito	ind		11.0
aññattha	ind		6.0
