Pāli1	POS	Pattern	count
āmantesi	aor	esi aor	747.0
ārocesi	aor	esi aor	357.0
vadesi	aor	esi aor	222.0
udānesi	aor	esi aor	125.0
adhivāsesi	aor	esi aor	68.0
samādapesi	aor	esi aor	57.0
pavedesi	aor	esi aor	54.0
aggahesi	aor	esi aor	50.0
sandassesi	aor	esi aor	49.0
samuttejesi	aor	esi aor	46.0
