Pāli1	POS	Pattern	count
nisīdi	aor	i aor isuṃ	1192.0
udapādi	aor	i aor	519.0
paccassosi	aor	i aor	385.0
āhari	aor	hari aor	306.0
vigarahi	aor	i aor	270.0
sammodi	aor	i aor	261.0
pakkāmi	aor	i aor isuṃ	224.0
vihari	aor	hari aor	205.0
vihāsi	aor	hari aor	205.0
pāvisi	aor	i aor	202.0
abhinandi	aor	i aor	184.0
samāpajji	aor	i aor	148.0
