Pāli1	POS	Pattern	count
udāyī	masc	ī masc	530.0
vipassī	masc	ī masc	299.0
jhāyī	masc	ī masc	241.0
gihī	masc	ī masc	218.0
tapassī	masc	ī masc	170.0
sukhī	masc	ī masc	164.0
pāṇī	masc	ī masc	145.0
medhāvī	masc	ī masc	130.0
hatthī	masc	ī masc	130.0
mātalī	masc	ī masc	104.0
