Pāli1	POS	Pattern	count
gahapati	masc	i masc	1586.0
samādhi	masc	i masc	721.0
aggi	masc	i masc	335.0
pasenadi	masc	i masc	320.0
gāmaṇi	masc	i masc	277.0
isi	masc	i masc	201.0
muni	masc	i masc	201.0
asuci	masc	i masc	183.0
upāli	masc	i masc	163.0
ñāti	masc	i masc	156.0
licchavi	masc	i masc	150.0
thapati	masc	i masc	147.0
pāṇi	masc	i masc	146.0
maṇi	masc	i masc	140.0
sārathi	masc	i masc	134.0
