Pāli1	count
bhagavant	13582.0
āyasmant	4865.0
sīlavant	517.0
satimant	380.0
pāpimant	349.0
paññavant	235.0
sutavant	226.0
cakkhumant	209.0
balavant	205.0
sabbāvant	172.0
