Pāli1	count
nisīdi	1192.0
udapādi	519.0
paccassosi	385.0
vigarahi	270.0
sammodi	261.0
pakkāmi	224.0
pāvisi	202.0
abhinandi	184.0
sahi	175.0
muni	175.0
upekkhi	168.0
