Pāli1	count
tattha	2295.0
tatra	1487.0
ettha	975.0
tato	836.0
yattha	717.0
yato	588.0
iha	294.0
kuto	245.0
sabbattha	242.0
purato	137.0
katthaci	108.0
kattha	81.0
ekato	63.0
kuhiṃ	38.0
samantato	29.0
tahiṃ	17.0
yahiṃ	16.0
parito	11.0
aññattha	6.0
